datasetID,locality,year,scientificName,vernacularName
nvdimp,丹大野生動物重要棲息環境,2007,Cotoneaster morrisonensis,玉山舖地蜈蚣
nvdimp,丹大野生動物重要棲息環境,2007,Pittosporum illicioides var. angustifolium,細葉疏果海桐
nvdimp,丹大野生動物重要棲息環境,2007,Arachniodes aristata,細葉複葉耳蕨
nvdimp,丹大野生動物重要棲息環境,2007,Herminium lanceum,細葉零餘子草
nvdimp,丹大野生動物重要棲息環境,2007,Cephalantheropsis gracilis,綠花肖頭蕊蘭
nvdimp,丹大野生動物重要棲息環境,2007,Fatsia polycarpa,臺灣八角金盤
nvdimp,丹大野生動物重要棲息環境,2007,Hemiboea bicornuta,臺灣半蒴苣苔
nvdimp,丹大野生動物重要棲息環境,2007,Araiostegia parvipinnula,臺灣小膜蓋蕨
nvdimp,丹大野生動物重要棲息環境,2007,Oxalis acetosella subsp. formosana,臺灣山酢漿草
nvdimp,丹大野生動物重要棲息環境,2007,Aletris formosana,臺灣粉條兒菜
nvdimp,丹大野生動物重要棲息環境,2007,Pourthiaea beauverdiana var. notabilis,臺灣老葉兒樹
nvdimp,丹大野生動物重要棲息環境,2007,Ophioglossum petiolatum,鈍頭瓶爾小草
nvdimp,丹大野生動物重要棲息環境,2007,Neolitsea aciculata,銳葉新木薑子
nvdimp,丹大野生動物重要棲息環境,2007,Schisandra arisanensis,阿里山五味子
nvdimp,丹大野生動物重要棲息環境,2007,Carpinus kawakamii,阿里山千金榆
nvdimp,丹大野生動物重要棲息環境,2007,Hydrocotyle setulosa,阿里山天胡荽
nvdimp,丹大野生動物重要棲息環境,2007,Calanthe arisanensis,阿里山根節蘭
nvdimp,丹大野生動物重要棲息環境,2007,Athyrium arisanense,阿里山蹄蓋蕨
nvdimp,丹大野生動物重要棲息環境,2007,Ainsliaea macroclinidioides,阿里山鬼督郵
nvdimp,丹大野生動物重要棲息環境,2007,Neolitsea acuminatissima,高山新木薑子
nvdimp,丹大野生動物重要棲息環境,2007,Ophioglossum austroasiaticum,高山瓶爾小草
nvdimp,丹大野生動物重要棲息環境,2007,Nertera nigricarpa,黑果深柱夢草
nvdimp,丹大野生動物重要棲息環境,2007,Epilobium amurense,黑龍江柳葉菜
nvdimp,丹大野生動物重要棲息環境,2007,Oxalis acetosella subsp. taemoni,大霸尖山酢漿草
nvdimp,丹大野生動物重要棲息環境,2007,Diplazium dilatatum,廣葉鋸齒雙蓋蕨
nvdimp,丹大野生動物重要棲息環境,2007,Acrorumohra diffracta,彎柄假複葉耳蕨
nvdimp,丹大野生動物重要棲息環境,2007,Thalictrum javanicum var. puberulum,微毛爪哇唐松草
nvdimp,丹大野生動物重要棲息環境,2007,Sarcopyramis napalensis var. delicata,東方肉穗野牡丹
nvdimp,丹大野生動物重要棲息環境,2007,Astragalus nokoensis,能高大山紫雲英
nvdimp,丹大野生動物重要棲息環境,2007,Mahonia oiwakensis,阿里山十大功勞
nvdimp,丹大野生動物重要棲息環境,2007,Arachniodes festina,臺灣兩面複葉耳蕨
nvdimp,丹大野生動物重要棲息環境,2007,Salvia arisanensis,阿里山紫花鼠尾草
nvdimp,利嘉野生動物重要棲息環境,2006,Miscanthus sinensis,芒
nvdimp,利嘉野生動物重要棲息環境,2006,Lagerstroemia subcostata,九芎
nvdimp,利嘉野生動物重要棲息環境,2006,Mercurialis leiocarpa,山靛
nvdimp,利嘉野生動物重要棲息環境,2006,Alpinia zerumbet,月桃
nvdimp,利嘉野生動物重要棲息環境,2006,Carex brunnea,束草
nvdimp,利嘉野生動物重要棲息環境,2006,Histiopteris incisa,栗蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Hoya carnosa,毬蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Cinnamomum kanehirae,牛樟
nvdimp,利嘉野生動物重要棲息環境,2006,Beilschmiedia erythrophloia,瓊楠
nvdimp,利嘉野生動物重要棲息環境,2006,Lepisorus thunbergianus,瓦葦
nvdimp,利嘉野生動物重要棲息環境,2006,Vandenboschia auriculata,瓶蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Stauntonia obovatifoliola,石月
nvdimp,利嘉野生動物重要棲息環境,2006,Pyrrosia lingua,石葦
nvdimp,利嘉野生動物重要棲息環境,2006,Ilex formosana,糊樗
nvdimp,利嘉野生動物重要棲息環境,2006,Machilus thunbergii,紅楠
nvdimp,利嘉野生動物重要棲息環境,2006,Nephrolepis auriculata,腎蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Smilax china,菝葜
nvdimp,利嘉野生動物重要棲息環境,2006,Ctenopteris curtisii,蒿蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Elaeocarpus japonicus,薯豆
nvdimp,利嘉野生動物重要棲息環境,2006,Arundo donax,蘆竹
nvdimp,利嘉野生動物重要棲息環境,2006,Cayratia japonica,虎葛
nvdimp,利嘉野生動物重要棲息環境,2006,Diplopterygium glaucum,裏白
nvdimp,利嘉野生動物重要棲息環境,2006,Cornopteris decurrenti-alata,貞蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Acer serrulatum,青楓
nvdimp,利嘉野生動物重要棲息環境,2006,Piper kadsura,風藤
nvdimp,利嘉野生動物重要棲息環境,2006,Machilus zuihoensis,香楠
nvdimp,利嘉野生動物重要棲息環境,2006,Haraella retrocalla,香蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Engelhardia roxburghiana,黃杞
nvdimp,利嘉野生動物重要棲息環境,2006,Calamus quiquesetinervius,黃藤
nvdimp,利嘉野生動物重要棲息環境,2006,Psychotria rubra,九節木
nvdimp,利嘉野生動物重要棲息環境,2006,Damnacanthus indicus,伏牛花
nvdimp,利嘉野生動物重要棲息環境,2006,Lemmaphyllum microphyllum,伏石蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Paraphlomis javanica,假糙蘇
nvdimp,利嘉野生動物重要棲息環境,2006,Sambucus chinensis,冇骨消
nvdimp,利嘉野生動物重要棲息環境,2006,Elatostema lineolatum var. majus,冷清草
nvdimp,利嘉野生動物重要棲息環境,2006,Hymenophyllum denticulatum,厚壁蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Cryptocarya chinensis,厚殼桂
nvdimp,利嘉野生動物重要棲息環境,2006,Ternstroemia gymnanthera,厚皮香
nvdimp,利嘉野生動物重要棲息環境,2006,Litosanthes biflora,壺冠木
nvdimp,利嘉野生動物重要棲息環境,2006,Microsorum fortunei,大星蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Ficus formosana,天仙果
nvdimp,利嘉野生動物重要棲息環境,2006,Pollia miranda,小杜若
nvdimp,利嘉野生動物重要棲息環境,2006,Peperomia reflexa,小椒草
nvdimp,利嘉野生動物重要棲息環境,2006,Alpinia intermedia,山月桃
nvdimp,利嘉野生動物重要棲息環境,2006,Eriobotrya deflexa,山枇杷
nvdimp,利嘉野生動物重要棲息環境,2006,Peracarpa carnosa,山桔梗
nvdimp,利嘉野生動物重要棲息環境,2006,Diospyros morrisiana,山紅柿
nvdimp,利嘉野生動物重要棲息環境,2006,Asplenium antiquum,山蘇花
nvdimp,利嘉野生動物重要棲息環境,2006,Turpinia formosana,山香圓
nvdimp,利嘉野生動物重要棲息環境,2006,Helicia formosana,山龍眼
nvdimp,利嘉野生動物重要棲息環境,2006,Pseudodrynaria coronans,崖薑蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Ficus pumila var. awkeotsang,愛玉子
nvdimp,利嘉野生動物重要棲息環境,2006,Psychotria serpens,拎壁龍
nvdimp,利嘉野生動物重要棲息環境,2006,Epipremnum pinnatum,拎樹藤
nvdimp,利嘉野生動物重要棲息環境,2006,Trochodendron aralioides,昆欄樹
nvdimp,利嘉野生動物重要棲息環境,2006,Vittaria flexuosa,書帶蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Antidesma pentandrum var. barbatum,枯里珍
nvdimp,利嘉野生動物重要棲息環境,2006,Pothos chinensis,柚葉藤
nvdimp,利嘉野生動物重要棲息環境,2006,Eria tomentosiflora,樹絨蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Saurauia tristyla var. oldhamii,水冬瓜
nvdimp,利嘉野生動物重要棲息環境,2006,Oplismenus hirtellus,求米草
nvdimp,利嘉野生動物重要棲息環境,2006,Procris laevigata,烏來麻
nvdimp,利嘉野生動物重要棲息環境,2006,Michelia compressa,烏心石
nvdimp,利嘉野生動物重要棲息環境,2006,Cheiropleuria bicuspis,燕尾蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Tricalysia dubia,狗骨仔
nvdimp,利嘉野生動物重要棲息環境,2006,Ficus sarmentosa var. nipponica,珍珠蓮
nvdimp,利嘉野生動物重要棲息環境,2006,Ardisia crenata,珠砂根
nvdimp,利嘉野生動物重要棲息環境,2006,Cynoglossum furcatum,琉璃草
nvdimp,利嘉野生動物重要棲息環境,2006,Lysionotus pauciflorus,石吊蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Monachosorum henryi,稀子蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Ficus septica,稜果榕
nvdimp,利嘉野生動物重要棲息環境,2006,Amischotolype hispida,穿鞘花
nvdimp,利嘉野生動物重要棲息環境,2006,Oplismenus compositus,竹葉草
nvdimp,利嘉野生動物重要棲息環境,2006,Cyathea lepifera,筆筒樹
nvdimp,利嘉野生動物重要棲息環境,2006,Cleyera japonica,紅淡比
nvdimp,利嘉野生動物重要棲息環境,2006,Carex filicina,紅鞘薹
nvdimp,利嘉野生動物重要棲息環境,2006,Callerya reticulata,老荊藤
nvdimp,利嘉野生動物重要棲息環境,2006,Ctenitis subglandulosa,肋毛蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Sarcandra glabra,草珊瑚
nvdimp,利嘉野生動物重要棲息環境,2006,Astilbe longicarpa,落新婦
nvdimp,利嘉野生動物重要棲息環境,2006,Pericampylus formosanus,蓬萊藤
nvdimp,利嘉野生動物重要棲息環境,2006,Rhododendron leptosanthum,西施花
nvdimp,利嘉野生動物重要棲息環境,2006,Ficus fistulosa,豬母乳
nvdimp,利嘉野生動物重要棲息環境,2006,Embelia lenticellata,賽山椒
nvdimp,利嘉野生動物重要棲息環境,2006,Tetrapanax papyriferus,通脫木
nvdimp,利嘉野生動物重要棲息環境,2006,Melastoma candidum,野牡丹
nvdimp,利嘉野生動物重要棲息環境,2006,Bredia oldhamii,金石榴
nvdimp,利嘉野生動物重要棲息環境,2006,Codonacanthus pauciflorus,針刺草
nvdimp,利嘉野生動物重要棲息環境,2006,Quercus longinux,錐果櫟
nvdimp,利嘉野生動物重要棲息環境,2006,Pileostegia viburnoides,青棉花
nvdimp,利嘉野生動物重要棲息環境,2006,Thladiantha nudiflora,青牛膽
nvdimp,利嘉野生動物重要棲息環境,2006,Machilus zuihoensis var. mushaensis,青葉楠
nvdimp,利嘉野生動物重要棲息環境,2006,Archidendron lucidum,頷垂豆
nvdimp,利嘉野生動物重要棲息環境,2006,Cyathea podophylla,鬼桫欏
nvdimp,利嘉野生動物重要棲息環境,2006,Lithocarpus lepidocarpus,鬼石櫟
nvdimp,利嘉野生動物重要棲息環境,2006,Acrophorus stipellatus,魚鱗蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Schefflera octophylla,鵝掌柴
nvdimp,利嘉野生動物重要棲息環境,2006,Machilus japonica,假長葉楠
nvdimp,利嘉野生動物重要棲息環境,2006,Selaginella delicatula,全緣卷柏
nvdimp,利嘉野生動物重要棲息環境,2006,Vaccinium emarginatum,凹葉越橘
nvdimp,利嘉野生動物重要棲息環境,2006,Prunus phaeosticta,墨點櫻桃
nvdimp,利嘉野生動物重要棲息環境,2006,Pilea melastomoides,大冷水麻
nvdimp,利嘉野生動物重要棲息環境,2006,Eria ovata,大腳筒蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Osmanthus matsumuranus,大葉木犀
nvdimp,利嘉野生動物重要棲息環境,2006,Lithocarpus kawakamii,大葉石櫟
nvdimp,利嘉野生動物重要棲息環境,2006,Selaginella involvens,密葉卷柏
nvdimp,利嘉野生動物重要棲息環境,2006,Ligustrum sinense,小實女貞
nvdimp,利嘉野生動物重要棲息環境,2006,Itea parviflora,小花鼠刺
nvdimp,利嘉野生動物重要棲息環境,2006,Osmanthus marginatus,小葉木犀
nvdimp,利嘉野生動物重要棲息環境,2006,Symplocos modesta,小葉白筆
nvdimp,利嘉野生動物重要棲息環境,2006,Bredia gibba,小金石榴
nvdimp,利嘉野生動物重要棲息環境,2006,Polystichum parvipinnulum,尖葉耳蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Lepisorus monilisorus,擬笈瓦葦
nvdimp,利嘉野生動物重要棲息環境,2006,Achyranthes bidentata var. japonica,日本牛膝
nvdimp,利嘉野生動物重要棲息環境,2006,Loxogramme salicifolia,柳葉劍蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Aucuba chinensis,桃葉珊瑚
nvdimp,利嘉野生動物重要棲息環境,2006,Adinandra lasiostyla,毛柱楊桐
nvdimp,利嘉野生動物重要棲息環境,2006,Microsorum buergerianum,波氏星蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Schima superba var. kankaoensis,港口木荷
nvdimp,利嘉野生動物重要棲息環境,2006,Polygonum chinense,火炭母草
nvdimp,利嘉野生動物重要棲息環境,2006,Magnolia kachirachirai,烏心石舅
nvdimp,利嘉野生動物重要棲息環境,2006,Viburnum foetidum var. rectangulatum,狹葉莢迷
nvdimp,利嘉野生動物重要棲息環境,2006,Symplocos morrisonicola,玉山灰木
nvdimp,利嘉野生動物重要棲息環境,2006,Yushania niitakayamensis,玉山箭竹
nvdimp,利嘉野生動物重要棲息環境,2006,Selaginella doederleinii,生根卷柏
nvdimp,利嘉野生動物重要棲息環境,2006,Huperzia fordii,福氏石松
nvdimp,利嘉野生動物重要棲息環境,2006,Viburnum formosanum,紅子莢迷
nvdimp,利嘉野生動物重要棲息環境,2006,Eurya loquaiana,細枝柃木
nvdimp,利嘉野生動物重要棲息環境,2006,Trachelospermum gracilipes,細梗絡石
nvdimp,利嘉野生動物重要棲息環境,2006,Mecodium polyanthos,細葉蕗蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Cyathea spinulosa,臺灣桫欏
nvdimp,利嘉野生動物重要棲息環境,2006,Dendropanax dentiger,臺灣樹參
nvdimp,利嘉野生動物重要棲息環境,2006,Alnus formosana,臺灣赤楊
nvdimp,利嘉野生動物重要棲息環境,2006,Gomphostemma callicarpoides,臺灣錐花
nvdimp,利嘉野生動物重要棲息環境,2006,Phoebe formosana,臺灣雅楠
nvdimp,利嘉野生動物重要棲息環境,2006,Aeschynanthus acuminatus,芒毛苣苔
nvdimp,利嘉野生動物重要棲息環境,2006,Rubus trianthus,苦懸鉤子
nvdimp,利嘉野生動物重要棲息環境,2006,Coniogramme intermedia,華鳳ㄚ蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Elaeagnus glabra,藤胡頹子
nvdimp,利嘉野生動物重要棲息環境,2006,Epigeneium nakaharae,蠟著頦蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Symplocos trichoclada,褐毛灰木
nvdimp,利嘉野生動物重要棲息環境,2006,Pellionia radicans,赤車使者
nvdimp,利嘉野生動物重要棲息環境,2006,Eurya acuminata,銳葉柃木
nvdimp,利嘉野生動物重要棲息環境,2006,Oreocnide pedunculata,長梗紫麻
nvdimp,利嘉野生動物重要棲息環境,2006,Strobilanthes longespicatus,長穗馬藍
nvdimp,利嘉野生動物重要棲息環境,2006,Callicarpa longissima,長葉紫珠
nvdimp,利嘉野生動物重要棲息環境,2006,Polystichum hancockii,韓氏耳蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Liparis bootanensis,一葉羊耳蒜
nvdimp,利嘉野生動物重要棲息環境,2006,Turpinia ternata,三葉山香圓
nvdimp,利嘉野生動物重要棲息環境,2006,Woodwardia harlandii,哈氏狗脊蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Schizophragma integrifolium var. fauriei,圓葉鑽地風
nvdimp,利嘉野生動物重要棲息環境,2006,Lasianthus wallichii,圓葉雞屎樹
nvdimp,利嘉野生動物重要棲息環境,2006,Hydrangea integrifolia,大枝掛繡球
nvdimp,利嘉野生動物重要棲息環境,2006,Aristolochia kaempferi,大葉馬兜鈴
nvdimp,利嘉野生動物重要棲息環境,2006,Diplazium amamianum,奄美雙蓋蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Daphniphyllum glaucescens subsp. oldhamii,奧氏虎皮楠
nvdimp,利嘉野生動物重要棲息環境,2006,Symplocos heishanensis,平遮那灰木
nvdimp,利嘉野生動物重要棲息環境,2006,Diplazium doederleinii,德氏雙蓋蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Ilex hayatana,早田氏冬青
nvdimp,利嘉野生動物重要棲息環境,2006,Symplocos stellaris,枇杷葉灰木
nvdimp,利嘉野生動物重要棲息環境,2006,Rubus pyrifolius,梨葉懸鉤子
nvdimp,利嘉野生動物重要棲息環境,2006,Mussaenda pubescens,毛玉葉金花
nvdimp,利嘉野生動物重要棲息環境,2006,Desmodium sequax,波葉山螞蝗
nvdimp,利嘉野生動物重要棲息環境,2006,Davallia mariesii,海州骨碎補
nvdimp,利嘉野生動物重要棲息環境,2006,Callicarpa hypoleucophylla,灰背葉紫珠
nvdimp,利嘉野生動物重要棲息環境,2006,Pholidota cantonensis,烏來石山桃
nvdimp,利嘉野生動物重要棲息環境,2006,Thelypteris uraiensis,烏來金星蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Hydrangea angustipetala,狹瓣八仙花
nvdimp,利嘉野生動物重要棲息環境,2006,Cyrtomium hookerianum,狹葉貫眾蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Ardisia cornudentata subsp. morrisonensis,玉山紫金牛
nvdimp,利嘉野生動物重要棲息環境,2006,Hylodesmum laterale,琉球山螞蝗
nvdimp,利嘉野生動物重要棲息環境,2006,Lasianthus fordii,琉球雞屎樹
nvdimp,利嘉野生動物重要棲息環境,2006,Asplenium normale,生芽鐵角蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Isachne albens,白花柳葉箬
nvdimp,利嘉野生動物重要棲息環境,2006,Lithocarpus harlandii,短尾葉石櫟
nvdimp,利嘉野生動物重要棲息環境,2006,Pilea aquarum subsp. brevicornuta,短角冷水麻
nvdimp,利嘉野生動物重要棲息環境,2006,Athyrium erythropodum,紅柄蹄蓋蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Impatiens uniflora,紫花鳳仙花
nvdimp,利嘉野生動物重要棲息環境,2006,Arisaema matsudae,線花天南星
nvdimp,利嘉野生動物重要棲息環境,2006,Crepidomanes latealatum,翅柄假脈蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Plagiogyria stenoptera,耳形瘤足蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Sarcopyramis napalensis var. bodinieri,肉穗野牡丹
nvdimp,利嘉野生動物重要棲息環境,2006,Sedum formosanum,臺灣佛甲草
nvdimp,利嘉野生動物重要棲息環境,2006,Smilax lanceifolia,臺灣土茯苓
nvdimp,利嘉野生動物重要棲息環境,2006,Asplenium nidus,臺灣山蘇花
nvdimp,利嘉野生動物重要棲息環境,2006,Tetrastigma umbellatum,臺灣崖爬藤
nvdimp,利嘉野生動物重要棲息環境,2006,Hedera rhombea var. formosana,臺灣常春藤
nvdimp,利嘉野生動物重要棲息環境,2006,Rubus formosensis,臺灣懸鉤子
nvdimp,利嘉野生動物重要棲息環境,2006,Calanthe speciosa,臺灣根節蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Reevesia formosana,臺灣梭羅樹
nvdimp,利嘉野生動物重要棲息環境,2006,Polypodium formosanum,臺灣水龍骨
nvdimp,利嘉野生動物重要棲息環境,2006,Dryopteris formosana,臺灣鱗毛蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Plagiogyria euphlebia,華中瘤足蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Asplenium wrightii,萊氏鐵角蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Begonia palmata,裂葉秋海棠
nvdimp,利嘉野生動物重要棲息環境,2006,Pilea plataniflora,西南冷水麻
nvdimp,利嘉野生動物重要棲息環境,2006,Calanthe lyroglossa,連翹根節蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Castanopsis cuspidata var. carlesii,長尾尖葉櫧
nvdimp,利嘉野生動物重要棲息環境,2006,Litsea acuminata,長葉木薑子
nvdimp,利嘉野生動物重要棲息環境,2006,Liparis nakaharae,長葉羊耳蒜
nvdimp,利嘉野生動物重要棲息環境,2006,Dryopteris sparsa,長葉鱗毛蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Elatostema platyphylloides,闊葉樓梯草
nvdimp,利嘉野生動物重要棲息環境,2006,Polystichum eximium,阿里山耳蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Odontochilus lanceolatus,雙囊齒唇蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Litsea elongata var. mushaensis,霧社木薑子
nvdimp,利嘉野生動物重要棲息環境,2006,Ardisia virens,黑星紫金牛
nvdimp,利嘉野生動物重要棲息環境,2006,Zehneria mucronata,黑果馬㼎兒
nvdimp,利嘉野生動物重要棲息環境,2006,Oberonia caulescens,二裂唇莪白蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Diplazium kawakamii,川上氏雙蓋蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Diplazium pseudodoederleinii,擬德氏雙蓋蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Arachniodes rhomboidea,斜方複葉耳蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Ophiorrhiza hayatana,早田氏蛇根草
nvdimp,利嘉野生動物重要棲息環境,2006,Humata griffithiana,杯狀蓋陰石蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Rhynchotechum discolor,異色線柱苣苔
nvdimp,利嘉野生動物重要棲息環境,2006,Cephalantheropsis gracilis,綠花肖頭蕊蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Phegopteris decursive-pinnata,翅軸假金星蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Fatsia polycarpa,臺灣八角金盤
nvdimp,利嘉野生動物重要棲息環境,2006,Hemiboea bicornuta,臺灣半蒴苣苔
nvdimp,利嘉野生動物重要棲息環境,2006,Araiostegia parvipinnula,臺灣小膜蓋蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Pourthiaea beauverdiana var. notabilis,臺灣老葉兒樹
nvdimp,利嘉野生動物重要棲息環境,2006,Helicia rengetiensis,蓮花池山龍眼
nvdimp,利嘉野生動物重要棲息環境,2006,Neolitsea aciculata var. variabillima,變葉新木薑子
nvdimp,利嘉野生動物重要棲息環境,2006,Calanthe arisanensis,阿里山根節蘭
nvdimp,利嘉野生動物重要棲息環境,2006,Polypodium amoenum,阿里山水龍骨
nvdimp,利嘉野生動物重要棲息環境,2006,Ainsliaea macroclinidioides,阿里山鬼督郵
nvdimp,利嘉野生動物重要棲息環境,2006,Diplazium dilatatum,廣葉鋸齒雙蓋蕨
nvdimp,利嘉野生動物重要棲息環境,2006,Arachniodes festina,臺灣兩面複葉耳蕨
nvdimp,塔山野生動物重要棲息環境,2004,Lyonia ovalifolia,南燭
nvdimp,塔山野生動物重要棲息環境,2004,Schima superba,木荷
nvdimp,塔山野生動物重要棲息環境,2004,Elaeocarpus sylvestris,杜英
nvdimp,塔山野生動物重要棲息環境,2004,Peperomia japonica,椒草
nvdimp,塔山野生動物重要棲息環境,2004,Debregeasia orientalis,水麻
nvdimp,塔山野生動物重要棲息環境,2004,Beilschmiedia erythrophloia,瓊楠
nvdimp,塔山野生動物重要棲息環境,2004,Vandenboschia auriculata,瓶蕨
nvdimp,塔山野生動物重要棲息環境,2004,Stauntonia obovatifoliola,石月
nvdimp,塔山野生動物重要棲息環境,2004,Pyrrosia lingua,石葦
nvdimp,塔山野生動物重要棲息環境,2004,Machilus thunbergii,紅楠
nvdimp,塔山野生動物重要棲息環境,2004,Chamaecyparis formosensis,紅檜
nvdimp,塔山野生動物重要棲息環境,2004,Trachelospermum jasminoides,絡石
nvdimp,塔山野生動物重要棲息環境,2004,Dictyocline griffithii,聖蕨
nvdimp,塔山野生動物重要棲息環境,2004,Nephrolepis auriculata,腎蕨
nvdimp,塔山野生動物重要棲息環境,2004,Diplaziopsis javanica,腸蕨
nvdimp,塔山野生動物重要棲息環境,2004,Smilax china,菝葜
nvdimp,塔山野生動物重要棲息環境,2004,Oleandra wallichii,蓧蕨
nvdimp,塔山野生動物重要棲息環境,2004,Elaeocarpus japonicus,薯豆
nvdimp,塔山野生動物重要棲息環境,2004,Quercus morii,赤柯
nvdimp,塔山野生動物重要棲息環境,2004,Dendrobium chryseum,金草
nvdimp,塔山野生動物重要棲息環境,2004,Acer serrulatum,青楓
nvdimp,塔山野生動物重要棲息環境,2004,Piper kadsura,風藤
nvdimp,塔山野生動物重要棲息環境,2004,Cinnamomum subavenium,香桂
nvdimp,塔山野生動物重要棲息環境,2004,Melicope pteleifolia,三腳虌
nvdimp,塔山野生動物重要棲息環境,2004,Damnacanthus indicus,伏牛花
nvdimp,塔山野生動物重要棲息環境,2004,Sambucus chinensis,冇骨消
nvdimp,塔山野生動物重要棲息環境,2004,Elatostema lineolatum var. majus,冷清草
nvdimp,塔山野生動物重要棲息環境,2004,Ternstroemia gymnanthera,厚皮香
nvdimp,塔山野生動物重要棲息環境,2004,Microsorum fortunei,大星蕨
nvdimp,塔山野生動物重要棲息環境,2004,Ficus formosana,天仙果
nvdimp,塔山野生動物重要棲息環境,2004,Alpinia intermedia,山月桃
nvdimp,塔山野生動物重要棲息環境,2004,Eriobotrya deflexa,山枇杷
nvdimp,塔山野生動物重要棲息環境,2004,Prunus campanulata,山櫻花
nvdimp,塔山野生動物重要棲息環境,2004,Aster ageratoides,山白蘭
nvdimp,塔山野生動物重要棲息環境,2004,Symplocos glauca,山羊耳
nvdimp,塔山野生動物重要棲息環境,2004,Asplenium antiquum,山蘇花
nvdimp,塔山野生動物重要棲息環境,2004,Turpinia formosana,山香圓
nvdimp,塔山野生動物重要棲息環境,2004,Sisyrinchium atlanticum,庭菖蒲
nvdimp,塔山野生動物重要棲息環境,2004,Lysimachia capillipes,排香草
nvdimp,塔山野生動物重要棲息環境,2004,Trochodendron aralioides,昆欄樹
nvdimp,塔山野生動物重要棲息環境,2004,Blastus cochinchinensis,柏拉木
nvdimp,塔山野生動物重要棲息環境,2004,Procris laevigata,烏來麻
nvdimp,塔山野生動物重要棲息環境,2004,Michelia compressa,烏心石
nvdimp,塔山野生動物重要棲息環境,2004,Tricalysia dubia,狗骨仔
nvdimp,塔山野生動物重要棲息環境,2004,Vaccinium dunalianum var. caudatifolium,珍珠花
nvdimp,塔山野生動物重要棲息環境,2004,Ficus sarmentosa var. nipponica,珍珠蓮
nvdimp,塔山野生動物重要棲息環境,2004,Ardisia crenata,珠砂根
nvdimp,塔山野生動物重要棲息環境,2004,Peliosanthes teta var. humilis,球子草
nvdimp,塔山野生動物重要棲息環境,2004,Lysionotus pauciflorus,石吊蘭
nvdimp,塔山野生動物重要棲息環境,2004,Monachosorum henryi,稀子蕨
nvdimp,塔山野生動物重要棲息環境,2004,Prosaptia contigua,穴子蕨
nvdimp,塔山野生動物重要棲息環境,2004,Gynostemma pentaphyllum,絞股藍
nvdimp,塔山野生動物重要棲息環境,2004,Arthromeris lehmannii,肢節蕨
nvdimp,塔山野生動物重要棲息環境,2004,Sarcandra glabra,草珊瑚
nvdimp,塔山野生動物重要棲息環境,2004,Bauhinia championii,菊花木
nvdimp,塔山野生動物重要棲息環境,2004,Myrsine stolonifera,蔓竹杞
nvdimp,塔山野生動物重要棲息環境,2004,Dicranopteris linearis var. tetraphylla,蔓芒萁
